id,timestamp,sender,reply_to,content
9969,25.01.2024 07:59:58,User,,"WHO erklärt Lebensmittelversorgung den Krieg um Klimawandel zu bekämpfen24. Januar 2024Der Chef der Weltgesundheitsorganisation (WHO) hat zu einem weltweiten Durchgreifen bei der Lebensmittelversorgung aufgerufen, um den „Klimawandel zu bekämpfen“. In einer Videoansprache erklärte WHO-Generaldirektor Tedros Adhanom Ghebreyesus der Fleischindustrie und der traditionellen Landwirtschaft den Krieg.In seiner Rede versuchte Dr. Tedros Ghebreyesus, die Nahrungsmittelsysteme zu dämonisieren, auf die die Menschheit zum Überleben angewiesen ist. Insbesondere nahm der WHO-Chef die Fleisch- und Milchwirtschaft und -produktion ins Visier, die seiner Meinung nach „der Gesundheit der Menschen und des Planeten schaden“. Offenbar fühlt sich die WHO auch für die „Gesundheit“ des Planeten zuständig.Weiter forderte er die Regierungen in aller Welt auf, „die Lebensmittelversorgung zu verändern„, indem sie die Öffentlichkeit zu einer „diversifizierten und stärker pflanzlich orientierten Ernährung“ drängen.Vermutlich bezieht sich die „abwechslungsreiche“ Ernährung auf „Lebensmittel“ auf Insektenbasis und im Labor gezüchtetes „Fleisch“, die von den Vereinten Nationen (UN), dem Weltwirtschaftsforum (WEF) und Bill Gates gefördert werden.@NetzwerkkritischerExperten"
9974,25.01.2024 21:52:45,User,,"Diese Frau hält eine Zeitung, die sie seit 2011 aufbewahrt hatDie Zeitung enthält einen Artikel von Bill Gates mit dem Titel ""Entvölkerung durch Zwangsimpfung"". Gates glaubt, dass dies die ""umweltfreundlichste Lösung"" wäre.Damals hat niemand darüber nachgedacht Crazy World 🔥Mehr auf  👇🏻"
9993,29.01.2024 19:56:33,User,,".🇩🇪🇨🇭🇦🇹🔴  Hände weg von allen NASENSPRAYS, sie enthalten jetzt eine mRNA-Impfung... durch die HintertürInformieren Sie alle über das neue „Antivirus“-Nasenspray!Im Fernsehen laufen bereits Werbespots, in Apotheken wird für ein neues „Wundermittel“ gegen Viren geworben.VIRX ist nichts anderes als ein nasaler Covid-19-Impfstoff. Der Titel lautet nicht mehr so, aber die letztjährigen Artikel verraten bereits, was schon seit langem geplant ist.“  20.01.2024@technikus_news"
10049,09.02.2024 04:50:12,User,,"Jeder soll selber prüfen, ob diese Information der Wahrheit entsprechen kann:"
10070,14.02.2024 20:23:14,User,,"‼️⚠️ Microsoft patentiert eine Methode, um ""den menschlichen Körper zu computerisieren"" und ihn als Kanal für die Energieübertragung, Datenüberwachung und -steuerung zu verwendenHier den vollständigen Artikel lesen:🗞   kostenfreie Infos und Enthüllungen:🔥  hier meinen Notfallkanal:🆘  + KRISENVORSORGE + NATURPRODUKTE🧰"
10116,20.02.2024 22:11:50,User,,Wärmebildgeräte können Blutgerinnsel bei Geimpften aufspüren. UT von Legitim.chHier informiert bleiben 🔍 👉 t.me/GrapheneAgenda
10319,05.04.2024 00:48:28,User,,"⁉️ In Kanada wurde eine riesige Plantage mit Pflanzen in Betrieb genommen, die Impfstoffe gegen Covid und andere Infektionen enthalten Die Pflanzen mit integriertem mRNA-Impfstoff sind so konzipiert, dass sie sich nahtlos in das Lebensmittelsystem integrieren lassen.Wenn Sie also einen Salat essen, sind Sie gegen die Krankheit X geimpft und merken es nicht einmal.___⁉️ В Канаде запущена гигантская плантация растительных  вакцин от Ковид и других инфекций.Растения с интегрированной мРНК вакциной предназначены для беспрепятственной интеграции в систему продовольствия.Съел салат и вакцинировался от болезни Х, и даже не будешь об этом знать.ОНИ ВСЕ ЗНАЛИ"
10505,20.05.2024 04:30:21,User,,"🚨🔥 ZEEE Media: Geimpfte haben IP Adresse und werden, in Zusammenhang mit Cäsium 137,  in Echtzeit überwacht, gehackt und getracktLaut dem Video der australischen Journalistin Maria Zeee, werden zudem die Daten dann der WHO übermittelt , und mehr. Die Echtheit dieser Aussagen können wir nicht garantieren. Passt jedoch zu allem anderen über das wir hier berichtet haben.- Zusendung -Hier informiert bleiben 🔍 👉 t.me/GrapheneAgenda"
10506,20.05.2024 04:35:44,User,,"🚨Teil 1🔬Optische Analyse des Dengue-Impfstoffs Qdenga und des Grippeimpfstoffs Istivac 4, durchgeführt von der Biotechnologin Lorena Diblasi vor einem Notar (DE_UT)Man findet Strukturen wie von Graphenoxid, genau wie in den Covid-Impfstoffen, ein Material, das in der Zusammensetzung nicht angegeben wurde.Was hier geschieht, ist schrecklich: sie führen ein giftiges und durch Strahlung modulierbares Material in alle möglichen Arten von Injektionen und Medikamenten ein.Wir rufen die gesamte wissenschaftliche Gemeinschaft auf, in ihren jeweiligen Ländern nicht nur Covid-Impfstoffe, sondern alle Injektionslösungen zu analysieren und dies den zuständigen Behörden zu melden. Die gesamte Weltbevölkerung wird offenbar unwissentlich vergiftet.Multi-Language Subtitles: 🇺🇸🇬🇧 | 🇪🇸 | 🇫🇷Quelle: @LaQuintaColumna | WebHier informiert bleiben 🔍 👉 t.me/GrapheneAgenda"
10508,20.05.2024 04:52:46,User,,"🚨📄 Studie: Fluoreszierende Nanopartikel in Coca-Cola und Pepsi-Cola ⚠️Das wurde erst vor Kurzem bekannt gegeben … eine unbequeme Tatsache für die Meisten. Wussten Sie, dass in Coca Cola- und Pepsi-Produkten Nanotechnologie gefunden wurde? Das stimmt … das macht jetzt viel Sinn. Ich bin froh, dass ich vor Jahren aufgehört habe, Limonade zu trinken.Anbei der Link zu der Studie, in der es um Nanotechnologie in Coca Cola und Pepsi geht, für diejenigen, die es selbst überprüfen möchten. [...] ""Die Bioverteilungsstudie in wichtigen Organen zeigte, dass sich die NPs leicht im Verdauungstrakt anreichern, die Blut-Hirn-Schranke überwinden und sich im Gehirn verteilen konnten. "" [...]Sie behaupten es sei nicht weiter schlimm 🤡Nanotechnologie ist übrigens in vielen Dingen enthalten, die wir Menschen täglich konsumieren. Sie kommen nicht nur in Impfstoffen Kosmetika oder Medikamenten vor, sondern auch in Lebensmittel und in der Luft, was das ganze weitaus bedenklicher macht. Daher sollte man regelmäßig entgiften. Einige nutzen mit CDL aufbereitetes Wasser und binden Gifte mit Zeolith & Chlorella.Hier informiert bleiben 🔍 👉 t.me/GrapheneAgenda"
10547,01.06.2024 07:34:36,User,,"☣️ Landwirte bekommen häufiger Parkinson – was Pestizide damit zu tun habenDer regelmäßige Kontakt mit Pestiziden kann Parkinson verursachen. Das legen mehrere Studien nahe. Nun wurde Parkinson auch in Deutschland als Berufskrankheit in der Landwirtschaft anerkannt. Was das für Betroffene bedeutet – und wie die Chemikalien im Körper wüten.Parkinson durch Kontakt mit Pestiziden wird ab sofort als Berufskrankheit anerkannt. Das hat der Ärztliche Sachverständigenbeirat beim Bundessozialministerium entschieden. Für Betroffene hat das vor allem finanzielle Folgen: Wer durch seine Arbeit mit Pestiziden an Parkinson erkrankt, also etwa Landwirte und Feldarbeiter, hat Anspruch auf Unterstützung durch die Berufsgenossenschaft. Zu den normalen Leistungen der Krankenversicherung kommen ab sofort Leistungen der Unfallversicherung hinzu.In Italien ist Parkinson seit mehr als zehn Jahren eine anerkannte Berufskrankheit in der Landwirtschaft, in Frankreich ebenso. In Deutschland wurde bis jetzt für die Anerkennung gekämpft. „Wir wussten schon sehr lange, dass es Zusammenhänge zwischen einer Pestizid-Belastung im Beruf und der Parkinson-Krankheit gibt“, sagt Arbeitsmediziner Thomas Kraus im Gespräch mit dem „ NDR “. Er ist Vorsitzender des Ärztlichen Sachverständigenbeirats.In Deutschland gebe es für die Anerkennung zur Berufskrankheit allerdings andere Richtlinien als in Italien und Frankreich. „Es war extrem schwierig, die wissenschaftliche Literatur aus der ganzen Welt zu bewerten, aufzuarbeiten und dann Kriterien einer Berufskrankheit für das deutsche Sozialrecht abzuleiten.“Zu den aktuellsten Publikationen zählt eine Ende Februar 2024 veröffentlichte Studie aus den USA . Sie zeigt, dass Menschen in Regionen der Vereinigten Staaten, in denen eine höhere Belastung durch Pestizide und Herbizide besteht, häufiger an Parkinson erkranken.📂Quelle🎭 Phantom-Schweiz◾️ Twitter/X◾️ Facebook◾️ Instagram◾️ TikTok"
10739,06.08.2024 22:47:20,User,,"Zum Gedenken an den Tod von Dr. Martinelli werden alle Mitglieder von La Quinta Columna gebeten, dieses Material herunterzuladen und in ihren sozialen Netzwerken zu verbreiten, als eine Botschaft der Verbundenheit und des Beileids für ihre Familie. Möge der Tod dieses edlen Menschen nicht umsonst gewesen sein. Möge die ganze Welt davon erfahren.International auto-subtitles  🇮🇹 | 🇺🇸🇬🇧 | 🇫🇷 Quelle: @LaQuintaColumnaHier informiert bleiben 🔍 👉 t.me/GrapheneAgenda"
10905,07.09.2024 07:20:04,User,,"💥 Fünf Tage nach Veröffentlichung dieser Daten, entzog die Medizinindustrie-Mafia dem Arzt Dr. Paul Thomas die Zulassung.In einer Studie zeigt Dr. Thomas den Zusammenhang zwischen Impfungen im Kindesalter und neurologischen Störungen bzw. Autoimmunerkrankungen auf.Dr. Thomas beobachtete dabei über einen Zeitraum von mehr als zehn Jahren Babys, die in seiner Praxis geboren wurden, und stellte fest, dass die ungeimpften Babys nicht krank wurden. Im Gegenteil: Je mehr Impfungen sie erhielten, desto mehr Krankheiten entwickelten die Kinder.""Wir haben uns definitiv jeden einzelnen Patienten angesehen, der in meiner Praxis geboren wurde. Es gab keine Rosinenpickerei. Wir haben sie nach der Anzahl der Impfungen, die sie erhalten haben, sortiert.""""Wir hatten über 500, die nicht geimpft waren, und dann hatten wir weitere 3.700 die geimpft waren.""""Nun, die Daten sprechen für sich selbst. Diese orangefarbenen Linien zeigen, dass die Kinder im Laufe der Zeit, d. h. in den zehneinhalb Jahren, umso schlechter abschnitten, je mehr Impfungen sie erhielten. Egal ob es sich um Infektionen, ADS oder ADHS handelte, Umwelteinflüsse, Ekzeme, Allergien. Ganz gleich, was wir untersucht haben, selbst die ganz normale Anämie steigt bei den Geimpften im Vergleich zur blauen Linie, den Ungeimpften, sprunghaft an. Wahnsinn, diese Daten sind so aussagekräftig!"" Via Nightglow"
11182,21.09.2024 09:30:13,User,,MSM - FOX 11 LA muss wegen des Drucks bzw. der geschenkten Aufmerksamkeit berichten.
